student_id,5th_score,10th_score,hours_studied,mother_edu,female
1306,1.7851,81.73,13.31,12.5,1
1307,-0.3573,62.404,9.19,12.9,1
1308,0.1284,69.626,9.94,11.5,0
1309,1.5062,79.376,17.84,7.8,0
1310,0.4912,70.788,11.16,12.6,0
1311,1.4937,95.234,16.75,14.5,0
1312,-0.69,71.622,7.22,8.2,1
1313,-0.4536,72.379,14.49,11.4,0
1314,-0.2965,68.569,16.64,9.6,1
1315,-0.5806,68.795,12.47,11.3,1
1316,0.6749,66.755,12.24,12.8,1
1317,-0.129,68.011,9.93,10,1
1318,0.4814,73.417,16,9.4,0
1319,-1.1113,52.056,7.48,9.9,1
1320,-1.3304,36.986,11.36,9.9,1
1321,0.0755,77.804,10.62,10.1,0
1322,0.0801,74.705,13.53,8.8,0
1323,0.298,76.957,9.04,10.2,0
1324,1.7931,84.07,12.28,9.7,0
1325,0.0387,67.77,9.84,8.9,1
1326,-0.4734,62.874,13.17,6.3,1
1327,-2.0074,26.264,6.78,9.2,1
1328,-0.4949,73.943,10.72,9.8,0
1329,0.538,71.727,8.92,9.7,1
1330,-0.7907,54.672,12.22,8.9,1
1331,0.781,80.851,11.2,8.8,0
1332,0.7194,79.095,13.09,9.5,1
1333,0.3835,83.692,13.01,10.8,0
1334,-0.6195,70.005,9.15,8.8,0
1335,-1.4443,43.398,10.03,9.4,0
1336,0.3551,78.591,13.03,12,1
1337,-0.2278,64.689,10.56,9,0
1338,0.6336,62.998,14.95,10.9,1
1339,2.4367,103.334,19.77,12.9,0
1340,-0.0957,62.082,10.19,9.4,0
1341,1.6466,77.849,14.61,9.9,0
1342,-0.8221,67.412,11.28,8.9,1
1343,-0.5936,57.699,10.98,7,1
1344,0.7172,89.53,16.13,10,1
1345,0.949,80.201,14.66,9.8,0
1346,1.3408,79.096,11.28,12.8,1
1347,-0.0397,67.552,10.83,9.3,1
1348,-1.3204,57.32,8.53,10.6,0
1349,-0.2893,63.729,9.86,8.8,1
1350,0.4937,65.197,11.14,7.7,1
1351,-0.711,53.366,9.13,9.4,0
1352,0.4561,70.398,13.67,11.4,0
1353,1.196,80.454,15.65,13.4,0
1354,2.0393,107.663,18.39,10.8,0
1355,-0.9502,50.442,7.29,10.9,1
1356,2.0335,93.321,13.8,11.9,0
1357,1.4704,98.456,13.09,11.2,0
1358,1.6103,85.701,15.83,9.9,1
1359,-0.0453,55.912,8.95,10.2,1
1360,0.2605,74.643,14.12,8,1
1361,0.0494,66.63,6.58,8.7,1
1362,-1.5145,42.441,7.01,8.7,0
1363,-0.7084,52.56,7.93,8.5,1
1364,-0.7428,60.907,9.93,11.7,0
1365,-0.7141,45.931,10.19,9.4,1
1366,-0.3573,54.938,8.37,8.9,0
1367,-0.344,63.198,8.15,11.3,0
1368,-1.0462,60.159,10.66,9.6,0
1369,2.2577,96.042,17.64,13.4,0
1370,0.2463,63.133,10.98,12.2,0
1371,-1.0532,58.153,8.29,10.6,0
1372,-0.1923,62.539,10.32,9.9,0
1373,-0.2514,69.184,11.77,8.4,0
1374,-1.825,58.62,9.3,12,0
1375,-0.3475,70.347,9.52,7.9,1
1376,0.7144,72.945,11.78,8.7,0
1377,0.4805,80.148,14.3,11.7,0
1378,0.7202,80.052,12.95,7.2,0
1379,3.3198,138.889,18.08,10.9,0
1380,1.5231,86.261,14.76,7.7,1
1381,0.77,83.34,15.48,8.1,0
1382,-1.9723,50.381,7.89,8.3,1
1383,0.2914,80.833,10.97,11.5,0
1384,0.295,84.59,15.47,7.8,0
1385,0.7108,87.292,14.53,8.9,0
1386,0.5096,78.589,14.54,11.1,0
1387,-0.3712,63.004,11.74,8.9,0
1388,-1.2869,35.227,5.45,7.9,0
1389,0.5466,80.718,14.79,8.1,1
1390,0.6534,71.95,12.43,11.2,1
1391,-1.7638,25.115,8.38,13.9,0
1392,0.5888,77.132,16.7,11,0
1393,-0.76,53.029,16.24,5.7,0
1394,0.347,81.323,7.28,12.2,0
1395,-0.7717,62.804,6.95,9.3,0
1396,0.1264,76.859,10.1,8.6,0
1397,0.3186,78.015,17.11,7.6,0
1398,-0.6994,64.692,5.7,7.5,0
1399,0.3216,76.612,16.33,10,0
1400,0.474,80.258,17.37,12.3,0
1401,1.6866,95.288,15.3,11.4,0
1402,0.387,79.873,12.47,11.8,0
1403,1.8848,89.211,19.49,9.9,1
1404,-1.8117,26.785,5.21,7.7,1
1405,-1.7368,34.243,10.35,8.1,0
1406,-0.4946,64.094,15.99,11.3,0
1407,1.4729,67.359,17.94,13.5,1
1408,-1.1123,49.282,6.36,10,0
1409,-0.3134,65.478,12.72,10.8,1
1410,1.293,94.808,16.59,8.3,1
1411,0.8408,81.003,12.47,6.7,0
1412,0.9988,81.626,13.99,12,0
1413,1.0288,67.945,10.06,12.4,1
1414,0.1747,68.089,13.83,7.7,1
1415,-1.2465,50.016,7.65,7.4,0
1416,1.8717,82.037,11.89,6.9,0
1417,0.818,80.964,19.38,10.3,1
1418,0.089,79.587,13.28,8.5,1
1419,-1.2104,40.383,10.54,8.9,1
1420,-1.0738,53.834,14.08,5.6,1
1421,0.7574,81.181,13.73,10.2,0
1422,1.8666,77.609,17.02,11.4,1
1423,-0.9366,36.075,11.56,10.1,1
1424,0.6976,70.497,9.46,11,1
1425,-1.4536,26.737,7.61,9.4,1
1426,0.1908,73.552,11.46,9.9,1
1427,0.7143,71.777,11.21,8.9,1
1428,0.2102,72.41,17.51,14.1,0
1429,-1.0212,60.256,7.98,11.4,1
1430,0.3842,72.376,11.28,9.4,0
1431,-0.4191,69.9,6.49,9,1
1432,-0.4428,64.07,12.02,9.1,0
1433,-0.4929,58.567,13.52,9.9,0
1434,0.5752,76.951,17.96,7.1,0
1435,-2.0181,52.205,10.49,8,1
1436,0.0505,69.357,12.62,12,1
1437,0.61,71.694,12.71,15.4,1
1438,-0.2173,81.506,8.39,11.4,0
1439,-0.2152,74.695,10.48,9.9,0
1440,1.5936,67.107,14.21,9.2,0
1441,-0.5686,60.872,8.23,10.4,1
1442,1.4011,80.939,14.32,13.9,1
1443,-1.0765,57.063,6.82,11.4,0
1444,-3.5449,-49.057,4.46,7.9,1
1445,-1.4408,56.536,10.52,8.5,0
1446,0.1967,82.819,12.06,11.5,1
1447,-0.1666,67.38,15.25,11,1
1448,0.6147,87.457,14.17,8.9,0
1449,0.7497,91.661,16.58,13.4,1
1450,-2.2684,36.368,6.37,13.2,0
1451,0.3591,74.134,15.37,8.4,0
1452,0.8521,77.899,14.76,10.1,0
1453,0.9836,85.241,11.09,10.6,0
1454,-0.9169,55.32,7.46,9.6,1
1455,0.7905,80.636,11.04,10.3,1
1456,1.3221,70.908,14.31,12.1,1
1457,-1.2615,58.552,14.13,9.8,1
1458,-0.1075,61.638,10.5,8.4,1
1459,-0.3575,55.326,13.38,9.6,1
1460,-0.7609,60.48,10.19,14.4,1
1461,1.2904,81.637,16.02,9.3,1
1462,-1.5973,25.474,8.42,9.9,0
1463,-0.9107,61.959,8.96,11,0
1464,0.6595,69.472,12.73,7.9,0
1465,0.0752,72.007,11.46,10.5,0
1466,-0.2899,70.572,13.72,11.3,1
1467,1.1139,80.494,15.61,12.7,0
1468,1.8122,100.533,17.54,13,1
1469,0.8832,72.598,14.07,11.2,1
1470,-0.2326,61.697,12.11,10,0
1471,0.9029,79.788,13.26,10.9,0
1472,-1.4126,37.399,10.28,11.1,1
1473,-1.3304,49.406,7.64,10.5,0
1474,-0.7206,55.171,11.49,5,0
1475,-0.0373,75.616,14.98,10.4,1
1476,-0.5144,66.46,11.21,9.2,0
1477,-0.1058,65.738,9.26,9.9,1
1478,0.1618,76.63,9.93,14.6,0
1479,-0.1926,67.887,13.38,11.8,1
1480,-0.6138,61.77,9.53,12.9,0
1481,-0.5064,46.594,10.1,12.1,1
1482,-0.5298,60.494,12.53,8.4,0
1483,-0.2592,68.563,10.99,6.9,0
1484,0.6939,81.038,15.15,7.7,1
1485,0.0268,70.429,7.73,9,1
1486,0.4043,68.32,13.96,10.5,0
1487,-0.827,47.218,8.43,10.3,1
1488,-1.5307,43.919,7.93,11.2,1
1489,1.3545,71.507,19.23,9.5,1
1490,1.1583,91.798,10.45,13,1
1491,-0.1697,61.085,11.6,10,0
1492,0.1962,62.749,9.09,16.4,1
1493,-0.5587,68.058,9.03,10.7,1
1494,0.2182,75.565,10.69,6.7,1
1495,-0.5892,64.361,13.68,12.2,1
1496,-0.6696,53.218,10.8,9.4,0
1497,-1.5239,43.644,5.42,13.9,1
1498,-0.7797,66.679,9.63,9.9,0
1499,0.8745,77.858,12.24,9.9,1
1500,0.7113,84.16,13.98,13.6,1
1501,-1.939,33.082,6.09,10.6,1
1502,-1.0001,52.391,7.89,11.2,1
1503,0.695,73.499,12.99,9.2,1
1504,1.1501,68.828,9.96,9.3,0
1505,0.7636,78.754,12.05,10.8,0
1506,-0.2978,59.33,5.2,8.5,0
1507,0.3405,78.68,11.97,10.1,1
1508,0.2417,74.599,14.57,9.7,1
1509,-0.616,58.561,5.65,13.7,1
1510,-2.0551,26.794,10.87,10.6,1
1511,-0.1618,59.01,10.32,9.2,1
1512,-1.0087,61.195,9.08,8.9,1
1513,-0.9066,52.316,10.71,5.3,0
1514,-1.0175,59.756,7.77,8.3,1
1515,0.8229,69.953,13.23,10.3,1
1516,-1.8193,39.398,12.9,6.9,0
1517,0.0623,65.719,11.68,9.7,1
1518,-1.4369,44.841,10.56,13.9,0
1519,1.0911,82.8,15.54,9.7,1
1520,0.1074,76.411,12.98,8.1,1
1521,0.1891,81.589,14.03,9.7,0
1522,-0.1372,55.387,9.81,11.6,0
1523,1.0965,83.181,15.97,9.5,1
1524,-0.4332,64.298,5.75,8.4,1
1525,-0.6874,67.914,13.45,10.2,0
1526,-0.2239,63.427,13.92,8.1,0
1527,1.66,84.547,18.36,12.8,0
1528,0.486,81.437,11.81,11,1
1529,1.0415,84.874,18.18,9.1,0
1530,1.8701,86.582,16.01,10.5,1
1531,-1.1131,53.505,5.48,13,1
1532,1.5451,93.19,14.68,14.9,0
1533,0.6777,82.616,15.06,10.5,0
1534,0.7016,75.899,12.33,11.1,0
1535,0.8937,76.819,12.57,10.8,0
1536,-0.5464,64.635,10.35,6.2,0
1537,0.9894,96.793,18.85,12,0
1538,-0.4416,74.3,10.06,10.9,0
1539,-0.7169,51.964,12.2,7.5,1
1540,-0.9058,49.446,12.92,8.8,1
1541,1.8551,88.117,11.37,12.8,0
1542,-0.0216,67.42,11.16,8.8,1
1543,0.6502,81.508,16.92,5.4,1
1544,0.7379,86.507,17.26,13.6,0
1545,1.3368,80.798,16.93,9.6,1
1546,0.5092,67.569,15.3,9.7,1
1547,0.9704,67.603,15.66,9.9,0
1548,0.5787,75.101,13.37,10.2,0
1549,0.2207,78.108,12.66,10.1,0
1550,0.0741,78.722,11.82,8,0
1551,-1.1359,48.637,9.62,10.7,0
1552,0.0311,71.218,7.2,11.9,1
1553,-0.7121,58.067,12.16,10.5,0
1554,0.949,81.097,12.23,13.7,1
1555,0.8771,83.047,11.39,7.9,0
1556,1.1796,81.195,16.07,11.4,0
1557,-0.301,62.655,13.81,12.6,1
1558,-0.8696,59.419,11.98,3.6,1
1559,-0.5575,65.573,11.22,9.5,1
1560,0.8504,72.637,12.34,11.5,1
1561,-0.733,58.347,11.73,4.3,0
1562,-0.2097,71.219,12.26,9.1,0
1563,-0.3395,63.704,10.78,6.3,0
1564,-1.0464,53.92,11.15,4.9,0
1565,0.1583,88.96,8.99,5.5,1
1566,-0.811,54.953,9.95,13.1,0
1567,1.4143,80.735,15.25,13.6,1
1568,-0.025,63.343,15.24,8.2,1
1569,-0.3626,63.823,15.06,14.5,0
1570,-0.1097,64.215,9.33,10,1
1571,-0.0336,80.603,17.43,10.7,0
1572,0.2374,78.749,14.64,7.4,0
1573,0.2041,72.919,12.53,13.7,1
1574,-1.3107,31.583,10.82,7.4,0
1575,0.0967,61.622,15.02,8.4,0
1576,-0.0262,62.552,15.05,13.1,1
1577,-0.7932,57.3,9.6,8.9,1
1578,-0.2288,65.461,11.68,13,0
1579,-0.1387,65.657,11.01,10.3,1
1580,-0.1906,74.131,15,9.3,1
1581,-0.007,63.475,11.94,7.8,1
1582,-0.0384,70.507,12.85,8.1,0
1583,-0.5511,63.733,11.92,9.1,1
1584,-0.2519,67.985,13.12,10.4,0
1585,-0.1208,71.996,11.03,12.4,0
1586,1.6277,89.521,14.88,14.9,0
1587,-1.3128,31.67,8.58,10.2,0
1588,-1.6066,31.106,7.41,5.1,0
1589,-0.3686,61.829,8.57,10.9,0
1590,-0.4907,68.308,16.02,9.8,0
1591,-0.5904,62.619,11.28,8.5,1
1592,-0.7973,60.532,9.7,7.5,0
1593,0.4076,77.735,11.39,7.9,1
1594,-1.0552,59.403,8.06,8.7,1
1595,-0.7174,70.419,11.85,10.4,1
1596,0.4321,73.579,10.92,10.7,0
1597,-1.5611,34.025,11.41,11.2,0
1598,-0.2828,68.205,5.84,11.5,0
1599,-1.6917,32.658,5.88,9.9,1
1600,0.4526,85.649,13.24,10.1,1
1601,0.5662,70.666,13.03,10.2,1
1602,0.8431,80.241,11.96,11.2,0
1603,-0.1116,65.535,6.16,10.1,0
1604,1.066,94.632,11.85,12.8,0
1605,-0.3859,72.864,11.28,6.5,1
1606,-0.1313,70.472,16.13,10.8,1
1607,1.0563,87.517,14.61,10.5,0
1608,1.2918,79.024,16.22,9.6,0
1609,-1.0015,48.608,13.13,10.7,0
1610,-0.8397,56.044,11.79,9.2,0
1611,0.0478,78.588,14.2,9,0
1612,-1.2775,57.596,8.77,9.7,1
1613,0.4078,82.978,15.71,8.6,0
1614,0.6508,80.919,16.78,5.8,0
1615,-0.5642,49.918,13.35,13.2,1
1616,0.4031,85.201,12.16,11.8,0
1617,-0.5355,74.707,14.84,11.8,1
1618,1.6018,68.529,13.64,12.2,0
1619,0.1479,76.506,16.52,11.4,1
1620,0.0319,80.743,19.43,11.5,1
1621,0.6053,82.16,15.49,5.6,0
1622,0.6685,76.234,11.33,11.7,1
1623,-2.0859,26.58,11.52,11.8,0
1624,0.2251,73.085,12.96,6.7,0
1625,0.0681,73.022,11.46,12.2,1
1626,-0.1901,69.209,13.13,9.6,0
1627,0.3564,67.708,10.13,13.5,1
1628,0.0033,72.042,9.74,5.4,0
1629,-0.8691,39.517,15.41,7.8,1
1630,1.1309,83.094,12.13,11.5,1
1631,-0.0048,71.8,12.27,8.8,1
1632,-0.3451,62.831,13.92,8.6,1
1633,-1.4448,45.398,10.74,8.3,0
1634,1.8802,76.75,16.47,10.5,0
1635,-1.1852,57.301,9.35,14.1,1
1636,-0.305,62.368,6.33,8.5,0
1637,0.7544,83.749,17.05,9.1,0
1638,-0.2577,65.339,8.21,10.5,0
1639,-0.4112,69.71,13.06,8.1,0
1640,0.868,82.142,11.78,8.3,0
1641,1.0947,80.366,14.59,11.6,0
1642,0.2844,76.433,12.72,8.4,0
1643,1.9574,89.792,17.4,13,0
1644,-1.5601,46.051,10.38,5.8,1
1645,-0.357,62.806,14.54,9.9,1
1646,0.0348,77.368,9.44,13.6,0
1647,0.4897,77.324,15.03,13.4,1
1648,1.0997,77.495,12.15,8.2,1
1649,-0.2127,63.965,10.07,11.1,1
1650,0.9682,83.08,9.72,8.9,0
1651,0.0259,68.617,11.58,11.6,1
1652,0.0239,71.573,10.01,11.6,0
1653,1.3274,84.489,13.45,10.5,0
1654,-1.0827,59.848,7.92,7.2,1
1655,1.1727,85.619,17.67,7.5,1
1656,0.8132,74.681,15.33,6.6,1
1657,0.9832,86.183,13.1,11.8,0
1658,0.2524,77.142,11.55,12,0
1659,0.0893,75.969,13.41,11.2,1
1660,0.5949,80.263,13.42,12.7,1
1661,0.2904,81.743,11.85,9.2,1
1662,-0.0616,63.426,13.11,6.5,0
1663,0.5743,66.409,12.46,10.1,0
1664,-0.7858,60.838,10.36,9.2,0
1665,-0.5067,55.136,10.88,11.8,1
1666,0.2254,67.015,14.88,13.8,1
1667,0.0674,72.167,12.5,7,0
1668,-0.7486,52.244,8.26,7.7,0
1669,-0.7989,69.479,10.31,6.6,1
1670,-0.8795,50.941,11.5,11.3,0
1671,-0.6684,58.711,11.69,9.2,0
1672,-0.9608,50.898,11.65,10.6,1
1673,1.3163,90.314,14.74,8,1
1674,0.5837,71.329,9.51,11.4,0
1675,0.5021,82.36,9.08,12.4,0
1676,-0.6161,62.705,12.46,8.1,1
1677,-0.4237,67.38,8.08,8.1,0
1678,-0.2358,73.833,12.53,11,1
1679,-0.4471,69.479,15.51,10.8,0
1680,0.7307,81.719,11.83,10.5,0
1681,0.2138,68.174,10.21,7.8,1
1682,0.2119,75.582,9.99,9.7,1
1683,-0.7143,52.46,7.73,9.3,0
1684,-1.9593,16.617,7.07,9,0
1685,0.583,68.575,13.5,9.1,1
1686,0.3473,64.067,12.67,9.9,0
1687,-1.304,45.404,9.42,8.9,0
1688,-0.3604,68.403,7.34,8.7,1
1689,0.185,75.935,20.78,12.9,1
1690,0.3967,83.241,15.08,10.2,1
1691,-1.0956,61.935,12.65,9.1,1
1692,-0.2259,61.874,8.73,8.6,1
1693,0.9538,77.76,14.45,6,1
1694,1.1954,75.571,12.12,10.3,1
1695,2.8444,103.696,17.65,12.7,1
1696,-0.169,68.177,11.83,10.5,1
1697,-0.533,63.452,14.49,11.7,1
1698,1.7304,69.284,13.23,9.6,1
1699,-1.3275,43.725,10.27,9.5,0
1700,-2.2381,0.931,8.8,11.7,0
1701,0.7226,81.479,14.19,7.4,1
1702,1.0171,80.679,16.29,11.8,0
1703,0.1457,70.079,15.66,9.4,0
1704,-0.9301,55.703,8.64,8.1,1
1705,-0.4239,65.69,8.95,8.4,0
1706,-0.5806,60.396,14.16,8.3,0
1707,1.0256,72.639,12.3,9.9,0
1708,-0.2923,62.016,13.21,10.4,0
1709,1.0133,78.642,15.26,9.9,0
1710,0.1366,79.542,14.6,8.2,1
1711,0.6159,66.581,12.73,11.3,0
1712,1.2816,72.662,15.71,12.7,0
1713,-1.568,28.829,9.43,9.1,0
1714,-1.1238,63.157,12.22,9.1,1
1715,0.3931,82.481,12.81,10,1
1716,-0.7734,51.755,8.06,8.6,1
1717,-0.5972,62.232,10.49,8.6,1
1718,-0.1396,75.704,14.16,10.7,1
1719,0.3515,83.536,9.68,10.7,0
1720,-1.2361,39.319,9.86,9.5,1
1721,-0.646,63.822,12.04,10.3,1
1722,0.2723,69.658,14.59,13.8,1
1723,0.5489,77.947,15.03,5.7,0
1724,-0.1182,67.036,8.44,8.7,0
1725,0.0113,82.842,8.92,9.8,0
1726,-0.0663,70.099,11.36,7,0
1727,-0.6522,56.85,12.58,9.1,0
1728,0.245,73.697,11.72,8.6,1
1729,-0.8282,52.403,7.07,7.2,0
1730,0.4308,76.447,14.45,7.4,0
1731,-0.5448,65.617,10.34,13.8,0
1732,0.1697,82.445,14.54,11.3,1
1733,-0.6353,58.092,10.89,11.1,1
1734,0.237,74.734,17.07,13.9,0
1735,-0.1008,64.585,8.28,8.6,1
1736,0.2571,88.643,15.31,11.3,1
1737,1.1707,76.801,20.62,13.2,0
1738,0.6397,68.921,15.19,7.4,1
1739,0.2262,83.471,13.31,11.5,1
1740,-1.7923,34.491,10.5,13.7,0
1741,1.004,78.949,11.69,12.6,1
1742,1.6474,93.212,15.01,8.5,1
1743,0.6498,69.794,9.65,11.5,0
1744,-1.9435,21.25,7.39,6.3,0
1745,0.6609,76.953,11.67,14.9,1
1746,1.322,90.198,8.8,12.3,1
1747,0.4982,78.455,12.06,10.9,1
1748,0.5702,85.069,10.28,8.8,1
1749,-0.7455,75.072,11.61,11.1,1
1750,1.0273,87.09,14.36,10.6,0
1751,-0.7941,52.377,11.77,12.1,1
1752,-0.2227,64.381,11.19,5.6,1
1753,-0.1205,66.212,8.7,8.2,1
1754,2.213,90.098,14.23,10.7,0
1755,-1.3053,41.876,6.46,5.9,0
1756,-0.7921,59.221,5.8,12,1
1757,-0.5389,51.985,9.13,12.2,1
1758,-0.1489,69.227,13.94,9.3,1
1759,-0.6529,61.311,12.04,7.9,0
1760,0.5543,78.064,12.65,9,1
1761,1.4913,79.474,14.47,7.5,0
1762,-0.3711,62.751,6.76,10.2,1
1763,0.139,82.119,10.09,7.7,0
1764,-0.7819,55.114,12.32,9.8,0
1765,-1.6092,33.14,7.9,8.4,0
1766,0.0097,79.129,13.02,14.6,1
1767,-1.5062,31.968,11.08,9.2,1
1768,-0.3028,68.774,12.86,9.7,0
1769,-0.1784,74.326,13.87,10.8,0
1770,1.5065,78.528,14.59,11.4,1
1771,0.1005,69.554,10.45,7.7,0
1772,-0.065,60.496,13.68,7.9,1
1773,-0.1903,69.218,9.05,8.8,0
1774,-0.5566,50.511,12.54,10.6,1
1775,-0.1833,65.088,13.98,11,1
1776,-1.7579,24.183,7.82,8,1
1777,-0.0012,70.09,12.45,10.7,1
1778,-0.0561,66.964,11.6,8.7,0
1779,1.0914,73.461,11.93,9,0
1780,-1.5369,43.918,8.19,7.8,1
1781,0.7404,71.234,16.22,11.8,1
1782,-1.2922,52.044,9.59,10.2,1
1783,-1.5076,52.284,11.52,11.7,1
1784,-0.5198,67.085,11.43,9.4,1
1785,1.0326,82.413,18.38,14.4,1
1786,-0.8987,65.081,9.13,10.9,1
1787,1.5523,79.07,11.12,9.8,1
1788,-0.8876,57.615,11.65,10.9,1
1789,1.0313,85.654,14.39,11.5,0
1790,0.5772,72.754,12.08,11.1,1
1791,-0.184,59.074,11.7,10.9,1
1792,0.6846,72.235,6.62,11,1
1793,-0.2647,54.109,9.7,10.1,1
1794,0.7347,86.138,9.75,9.7,1
1795,0.4476,80.413,13.79,8.3,0
1796,-0.2315,71.582,14.4,7.5,1
1797,-1.166,46.155,9.74,8.9,0
1798,1.5031,102.08,12.48,12.1,1
1799,-0.3665,60.243,13.55,8.6,1
1800,-1.4808,43.785,7.94,10.2,0
1801,1.7156,84.438,13.44,8,1
1802,-0.0078,60.59,13.66,11.3,0
1803,-0.7158,57.533,9.49,11.4,1
1804,-0.4129,50.956,10.05,9,1
1805,2.1429,103.335,15.9,13,0
1806,-0.2836,67.77,12.85,9.6,1
1807,-1.311,49.663,6.13,9.8,1
1808,-0.237,66.048,8.2,10.7,0
1809,0.0782,68.598,10.74,12.2,1
1810,2.5107,101.818,20.99,12.8,1
1811,0.9067,86.812,11.32,10.3,1
1812,0.6849,75.627,13.25,12.1,0
1813,-2.4299,14.517,6.07,7.2,1
1814,-0.2655,71.313,14.82,11.4,1
1815,-1.6457,28.294,8.88,7.8,0
1816,1.0901,84.533,19.38,14.1,0
1817,2.5349,105.928,18.19,10.4,1
1818,-1.203,51.32,8.13,9,1
1819,0.6148,96.733,14.72,7.5,0
1820,2.1443,110.161,18.47,10.9,0
1821,0.5726,82.131,15.76,11.7,0
1822,-0.0399,70.491,11.65,9.5,1
1823,0.2909,67.965,15.6,8.8,1
1824,1.5037,94.023,16.93,9.9,0
1825,1.1676,81.252,17.6,12.4,1
1826,-0.6747,71.509,10.92,9.6,0
1827,0.4577,83.448,8.65,8.9,1
1828,2.3808,72.251,15.8,10.9,0
1829,1.0683,82.09,17.66,9.2,1
1830,1.7177,83.029,13.37,5.4,0
1831,0.0916,66.957,11.45,9.6,1
1832,-0.5011,78.972,9.31,13.5,1
1833,0.6846,77.045,14.55,8.1,1
1834,0.4583,80.709,11.51,12.7,1
1835,-0.5642,57.982,15.08,8.1,1
1836,-0.6557,60.256,11.33,12,0
1837,-0.7421,64.477,9.3,12.6,0
1838,1.133,75.681,17.26,9.1,0
1839,1.6969,90.114,16.38,11.7,1
1840,-0.7688,48.535,8.26,13.2,0
1841,0.931,87.954,12.58,9.5,0
1842,0.4443,65.765,10.58,8.5,1
1843,-0.4507,59.824,13.27,8.3,1
1844,-0.6251,60.124,9.4,9.8,1
1845,-0.3252,50.411,15.04,11.7,1
1846,-0.5085,52.776,9.45,11.5,1
1847,-0.1748,56.336,12.04,9.2,0
1848,0.8912,79.799,13.31,14.3,1
1849,1.6101,92.628,20.16,11.5,1
1850,1.184,74.695,13.95,8.8,1
1851,0.7684,78.846,16.87,9.9,1
1852,0.0776,71.82,8.41,10.1,0
1853,0.7456,86.819,15.17,12.4,1
1854,-0.8671,54.366,10.72,8.9,0
1855,-1.2412,49.723,13.17,11.4,1
1856,-1.0549,46.19,9.92,10.4,0
1857,1.1223,99.21,12.9,8.5,0
1858,1.0734,89.52,15.67,12.1,1
1859,0.0227,74.6,12.18,9.7,1
1860,-1.197,58.974,8.46,8.5,1
1861,-0.3868,58.698,10.6,9.9,1
1862,-0.943,62.843,12.56,8.1,0
1863,1.4639,84.525,16.48,9.1,1
1864,0.8089,81.438,16.36,12.4,1
1865,1.2525,85.861,13.96,11.5,1
1866,-0.1077,56.664,6.5,9.2,0
1867,-0.5885,54.362,11.6,8.7,1
1868,1.3538,81.398,14.66,15.1,0
1869,0.1244,80.962,12.15,9.4,0
1870,-0.6996,59.249,7.68,12.1,1
1871,-0.4916,69.653,7.91,9.2,0
1872,-0.5545,56.958,8.21,10.3,0
1873,-1.565,40.631,4.58,7.9,0
1874,-0.3599,60.786,10.15,11.2,0
1875,-1.426,44.142,10.98,7,1
1876,1.2408,80.571,12.73,10,0
1877,1.2748,84.806,7.24,10.7,0
1878,0.1427,71.389,13.82,13.3,0
1879,1.9052,84.962,17.85,8.2,0
1880,0.0982,84.625,13.54,10.2,0
1881,1.2634,87.792,13.78,6.5,0
1882,0.6774,70.869,13.1,12.4,1
1883,-1.2556,62.499,11.56,5.2,1
1884,0.7721,88.722,10.41,10.9,1
1885,-0.986,61.076,12.76,6.9,1
1886,-0.2448,70.571,14.17,7.7,1
1887,-0.3669,60.024,13.48,10.7,1
1888,0.1102,76.155,15.49,10,0
1889,0.0206,75.98,13.74,12.6,0
1890,-0.2969,56.292,11.84,11.1,1
1891,-1.1796,65.777,11.03,6.9,0
1892,-0.7839,42.068,8.45,11.7,1
1893,-0.321,67.9,13.63,9.2,1
1894,-1.6539,36.758,11.19,7.8,0
1895,-1.7311,35.342,8.87,8.9,0
1896,0.0507,73.507,13.83,12.1,1
1897,-0.8697,61.274,13.33,6.6,1
1898,0.6504,82.25,11.64,11.9,1
1899,-0.1206,76.491,14.05,13.6,0
1900,1.5826,74.454,11.83,10.1,0
1901,0.224,73.854,12.81,9.7,1
1902,0.0807,73.099,13.4,13.6,1
1903,0.4464,75.247,12.08,11.9,0
1904,0.5287,76.599,12.05,10.1,0
1905,-1.7973,36.879,6.17,7.2,0
1906,-0.368,66.256,8.5,10.3,0
1907,-0.6556,53.474,12.48,7.3,0
1908,-0.389,70.243,16.28,5.7,1
1909,1.5046,98.502,13.05,13.4,1
1910,1.1245,91.755,10.49,9.8,0
1911,-0.6819,61.132,10.7,11.7,0
1912,-0.2773,68.851,12.91,6,1
1913,0.8268,71.557,11.22,11.1,1
1914,1.7761,97.098,17.92,11.4,0
1915,-0.6278,46.053,13.13,9.9,0
1916,-0.1164,64.161,12.61,9.9,1
1917,-0.0399,60.128,11.12,7.4,0
1918,0.4189,78.888,12.65,12.6,1
1919,-0.1707,70.963,13.92,8,1
1920,0.0543,87.165,14.39,11.9,0
1921,0.1126,78.352,13.65,10.2,1
1922,-0.3164,64.042,11.54,7.1,1
1923,-0.6741,51.697,12,9.3,0
1924,0.91,100.353,11.02,8.7,0
1925,-0.3864,58.877,10.56,11.2,0
1926,-0.7792,51.063,13.35,8,0
1927,-0.8446,47.24,15.83,7.2,0
1928,-0.1245,57.768,6.46,11.3,1
1929,-0.0872,72.732,12.6,11.2,0
1930,0.3147,75.327,12.15,8.4,0
1931,-0.7113,47.501,6.4,8.6,0
1932,1.3745,88.333,12.46,11.4,1
1933,1.5928,79.268,15.81,11.8,0
1934,-0.5454,59.735,9.16,8.7,1
