region_id,sector,year,treatment,population,unemployment_rate,gdp_per_capita,exports_per_capita,fdi_inflow,avg_wage
91,Agriculture,2006,0,42044,0.084,20393,5361,325,15.59
91,Agriculture,2007,0,52294,0.075,20881,6118,208,13.69
91,Agriculture,2008,0,52146,0.06,20318,5754,227,14.36
91,Agriculture,2009,0,48008,0.094,21178,6302,75,14.02
91,Agriculture,2010,1,45595,0.05,20211,6181,243,17.68
91,Agriculture,2011,1,57380,0.063,24395,7934,253,16.58
91,Agriculture,2012,1,48761,0.082,24200,7229,247,19.05
91,Agriculture,2013,1,52871,0.066,24010,6608,250,19.9
91,Agriculture,2014,1,59623,0.092,26073,8592,210,19.68
91,Agriculture,2015,1,40906,0.084,21963,6518,234,23.26
92,Manufacturing,2006,0,43133,0.104,19034,4953,231,16.64
92,Manufacturing,2007,0,48150,0.063,21591,6429,168,13.1
92,Manufacturing,2008,0,41198,0.072,20833,5979,95,18.13
92,Manufacturing,2009,0,50017,0.054,19043,4345,223,14.8
92,Manufacturing,2010,0,56804,0.099,19061,5832,220,18.55
92,Manufacturing,2011,0,52295,0.11,22156,6942,73,17.24
92,Manufacturing,2012,0,49801,0.106,20943,5979,271,16.99
92,Manufacturing,2013,0,46897,0.067,18837,5489,125,20.48
92,Manufacturing,2014,0,53539,0.094,21064,6268,218,17.32
92,Manufacturing,2015,0,56227,0.109,22591,6896,260,15.3
93,Manufacturing,2006,0,43320,0.062,20979,7313,223,14.46
93,Manufacturing,2007,0,41819,0.09,17169,5238,142,13.32
93,Manufacturing,2008,0,37427,0.091,20786,6527,160,16.87
93,Manufacturing,2009,0,66393,0.091,21934,6364,161,15.7
93,Manufacturing,2010,0,51111,0.077,20191,6421,127,14.97
93,Manufacturing,2011,0,50075,0.067,21730,7206,189,19.05
93,Manufacturing,2012,0,48936,0.098,21515,6995,199,18.2
93,Manufacturing,2013,0,38179,0.078,24050,6798,291,14.4
93,Manufacturing,2014,0,67906,0.085,19863,5073,219,22.2
93,Manufacturing,2015,0,50268,0.104,20499,6623,320,21.02
94,Agriculture,2006,0,52401,0.072,19761,5590,239,16.07
94,Agriculture,2007,0,51608,0.095,19160,5955,204,19.56
94,Agriculture,2008,0,46157,0.054,20171,5938,251,17.27
94,Agriculture,2009,0,55183,0.055,18674,5191,215,16.95
94,Agriculture,2010,1,47056,0.082,20515,5656,249,16.45
94,Agriculture,2011,1,47953,0.103,22330,6893,186,18.56
94,Agriculture,2012,1,50882,0.045,23222,7256,325,16.97
94,Agriculture,2013,1,42991,0.075,22286,7309,360,18.32
94,Agriculture,2014,1,44216,0.096,23578,6130,240,17.72
94,Agriculture,2015,1,48352,0.11,25183,7704,199,23.81
95,Services,2006,0,45778,0.046,20925,7065,206,14.29
95,Services,2007,0,57042,0.123,19056,5175,187,12.85
95,Services,2008,0,52016,0.067,21156,7112,246,17.17
95,Services,2009,0,49247,0.079,18906,4657,265,15.55
95,Services,2010,0,56703,0.113,23412,7108,186,15.76
95,Services,2011,0,53328,0.119,20139,5630,295,17.79
95,Services,2012,0,46264,0.09,22947,6149,170,19.68
95,Services,2013,0,42128,0.112,21101,6448,221,19.34
95,Services,2014,0,34519,0.077,24198,6927,138,16.01
95,Services,2015,0,39077,0.123,25159,6624,237,17.53
96,Manufacturing,2006,0,54021,0.073,17331,6385,279,14.08
96,Manufacturing,2007,0,38914,0.117,18303,6182,243,12.9
96,Manufacturing,2008,0,45769,0.094,19818,5136,80,12.66
96,Manufacturing,2009,0,55426,0.073,20185,6734,238,16.93
96,Manufacturing,2010,0,39278,0.074,19566,5007,204,17.59
96,Manufacturing,2011,0,49492,0.093,22551,7219,207,18.9
96,Manufacturing,2012,0,42108,0.094,21453,6269,203,18.78
96,Manufacturing,2013,0,55243,0.113,21436,7086,139,18.41
96,Manufacturing,2014,0,40415,0.118,24779,7365,164,16.43
96,Manufacturing,2015,0,52051,0.092,24196,8048,225,20.02
97,Agriculture,2006,0,55520,0.099,22098,6463,169,13.48
97,Agriculture,2007,0,59821,0.096,23516,6939,179,16.78
97,Agriculture,2008,0,56953,0.098,21768,6170,229,16.29
97,Agriculture,2009,0,63130,0.059,19759,6511,224,19.91
97,Agriculture,2010,0,48871,0.105,19350,5718,279,20.18
97,Agriculture,2011,0,49963,0.069,21814,6787,276,19.97
97,Agriculture,2012,0,31579,0.089,23392,6806,206,19.1
97,Agriculture,2013,0,63178,0.093,24433,7139,271,18.29
97,Agriculture,2014,0,49099,0.104,22939,6873,190,18.06
97,Agriculture,2015,0,56896,0.093,22892,6875,286,21
98,Services,2006,0,42606,0.076,19151,5615,215,15.63
98,Services,2007,0,45903,0.096,18064,5884,245,18.81
98,Services,2008,0,55245,0.069,21262,6420,209,16.4
98,Services,2009,0,41853,0.094,18959,4917,96,13.87
98,Services,2010,1,43219,0.067,21351,6851,296,16.28
98,Services,2011,1,56381,0.066,24215,6935,231,17.19
98,Services,2012,1,52318,0.06,22810,7498,314,20.36
98,Services,2013,1,52220,0.064,22973,7519,250,19.02
98,Services,2014,1,47713,0.09,23959,7641,170,20.92
98,Services,2015,1,51721,0.108,22291,6904,227,20.45
99,Services,2006,0,46218,0.087,18740,4749,198,16.2
99,Services,2007,0,40754,0.055,20263,6153,221,19.16
99,Services,2008,0,51226,0.106,20736,6471,225,18.14
99,Services,2009,0,40362,0.067,19678,5450,178,18.33
99,Services,2010,0,48194,0.081,22606,6221,110,16.53
99,Services,2011,0,35513,0.058,22891,6860,179,18.91
99,Services,2012,0,51803,0.104,21598,6041,241,17.86
99,Services,2013,0,52949,0.089,24008,6593,155,17.3
99,Services,2014,0,38398,0.082,21745,6102,219,21.74
99,Services,2015,0,50979,0.116,18499,5445,214,19.76
100,Agriculture,2006,0,52001,0.111,20607,6108,108,16.04
100,Agriculture,2007,0,54879,0.09,21222,6493,199,14.07
100,Agriculture,2008,0,65596,0.119,21938,5862,206,13.69
100,Agriculture,2009,0,49867,0.05,22066,6534,176,15.42
100,Agriculture,2010,1,58018,0.033,21763,5604,212,17.41
100,Agriculture,2011,1,69351,0.084,24543,7152,271,17.51
100,Agriculture,2012,1,40972,0.102,24779,7979,313,18.12
100,Agriculture,2013,1,55375,0.069,24244,7492,299,21.47
100,Agriculture,2014,1,52142,0.076,23941,6699,245,21.77
100,Agriculture,2015,1,51783,0.092,25379,7878,230,20.24
101,Services,2006,0,46968,0.08,22007,6752,183,15.58
101,Services,2007,0,34285,0.056,19046,6296,78,18.36
101,Services,2008,0,56195,0.072,21366,5729,174,16.34
101,Services,2009,0,45597,0.058,20624,6269,283,15.32
101,Services,2010,1,48844,0.066,24371,7659,208,19.38
101,Services,2011,1,60350,0.111,22992,6753,276,16.7
101,Services,2012,1,43616,0.086,25084,7252,276,16.19
101,Services,2013,1,51795,0.087,22601,6688,212,19.91
101,Services,2014,1,58830,0.046,22558,6998,197,17.04
101,Services,2015,1,55236,0.148,22645,6291,214,20.1
102,Services,2006,0,41279,0.113,19780,5757,241,15.72
102,Services,2007,0,51753,0.056,19693,6110,215,12.53
102,Services,2008,0,48147,0.084,24348,7562,225,17.43
102,Services,2009,0,49294,0.095,19495,6058,204,14.07
102,Services,2010,0,55678,0.078,19128,6159,233,15.82
102,Services,2011,0,50701,0.096,19097,5366,167,16.16
102,Services,2012,0,57831,0.09,23814,6606,167,18.92
102,Services,2013,0,56239,0.095,22545,8076,239,19.31
102,Services,2014,0,56949,0.09,20643,6454,223,15.83
102,Services,2015,0,41527,0.081,22223,6534,245,19.99
103,Services,2006,0,52520,0.063,18912,5298,106,18.86
103,Services,2007,0,65309,0.036,18470,5223,174,17.34
103,Services,2008,0,46212,0.056,21339,6301,108,15.69
103,Services,2009,0,55834,0.087,20698,6584,206,17.43
103,Services,2010,1,54644,0.13,23888,7330,247,16.66
103,Services,2011,1,55900,0.064,23467,7111,141,18.43
103,Services,2012,1,51745,0.104,23228,6999,230,22.22
103,Services,2013,1,46031,0.068,24191,7934,180,19.62
103,Services,2014,1,58549,0.101,22986,6149,240,22.44
103,Services,2015,1,47538,0.12,24997,8469,325,21.95
104,Agriculture,2006,0,54406,0.068,19728,5592,209,14.68
104,Agriculture,2007,0,48529,0.058,19762,5161,214,16.26
104,Agriculture,2008,0,55522,0.069,19505,6810,306,11.24
104,Agriculture,2009,0,48670,0.077,21925,7006,104,16.1
104,Agriculture,2010,0,47292,0.066,20015,5548,297,18.98
104,Agriculture,2011,0,56047,0.095,23146,7558,98,18.31
104,Agriculture,2012,0,55048,0.109,23157,7325,182,16.29
104,Agriculture,2013,0,54444,0.106,22676,6509,79,19.15
104,Agriculture,2014,0,42480,0.099,24002,6933,213,17.63
104,Agriculture,2015,0,50614,0.088,24944,8297,228,17.64
105,Manufacturing,2006,0,57060,0.069,18623,5155,163,14.39
105,Manufacturing,2007,0,45740,0.092,20141,5954,201,16.47
105,Manufacturing,2008,0,59663,0.054,19130,5801,248,13.86
105,Manufacturing,2009,0,61940,0.051,22044,6665,137,16.79
105,Manufacturing,2010,1,48753,0.056,22148,6922,292,17.23
105,Manufacturing,2011,1,41132,0.103,23701,7529,264,15.95
105,Manufacturing,2012,1,57805,0.107,21154,7294,241,19.68
105,Manufacturing,2013,1,45131,0.091,22195,6592,270,19.67
105,Manufacturing,2014,1,53374,0.091,25568,6978,155,17.65
105,Manufacturing,2015,1,53319,0.091,24728,7534,186,19.89
106,Services,2006,0,53052,0.071,20756,5686,175,17.01
106,Services,2007,0,40964,0.097,19828,6152,245,16.94
106,Services,2008,0,52132,0.084,21456,6453,181,17.18
106,Services,2009,0,62679,0.081,18864,4978,239,15.47
106,Services,2010,0,41472,0.097,21809,6361,184,18.21
106,Services,2011,0,52711,0.099,20914,6494,210,19.24
106,Services,2012,0,57987,0.07,23781,6798,215,18
106,Services,2013,0,50478,0.098,23090,6698,133,19.9
106,Services,2014,0,49904,0.06,24693,6579,121,19.76
106,Services,2015,0,52728,0.104,26247,8051,231,20
107,Manufacturing,2006,0,55688,0.093,20406,6089,210,16.66
107,Manufacturing,2007,0,51836,0.056,20206,5179,248,13.1
107,Manufacturing,2008,0,42935,0.074,22147,5896,227,16.08
107,Manufacturing,2009,0,34721,0.061,21276,6712,288,16.37
107,Manufacturing,2010,0,56113,0.068,22005,7568,138,17.27
107,Manufacturing,2011,0,51272,0.081,20833,6734,155,18.23
107,Manufacturing,2012,0,46263,0.094,19674,5983,235,18.04
107,Manufacturing,2013,0,56563,0.073,20284,6616,249,18.29
107,Manufacturing,2014,0,45221,0.093,21995,7022,199,18.1
107,Manufacturing,2015,0,51650,0.094,22014,6454,119,21.53
108,Services,2006,0,47875,0.086,19607,6465,183,16.79
108,Services,2007,0,47333,0.111,20010,6278,184,15.89
108,Services,2008,0,41937,0.085,22437,7150,219,16.13
108,Services,2009,0,57662,0.081,20616,5782,188,17.5
108,Services,2010,1,42723,0.047,23858,6941,236,17.23
108,Services,2011,1,54695,0.1,22843,7441,217,20.56
108,Services,2012,1,63171,0.12,24191,7814,266,16.86
108,Services,2013,1,54376,0.097,22768,6623,262,21.63
108,Services,2014,1,34893,0.081,24704,6523,248,20.03
108,Services,2015,1,45799,0.092,21357,5690,189,20.79
109,Services,2006,0,48095,0.086,17969,5278,344,17
109,Services,2007,0,37388,0.113,19092,5644,240,14.83
109,Services,2008,0,47822,0.108,21679,6533,113,15.95
109,Services,2009,0,54075,0.113,21139,6531,154,19.13
109,Services,2010,0,54212,0.086,21846,6578,206,15.94
109,Services,2011,0,52058,0.109,23335,7030,275,18.37
109,Services,2012,0,44989,0.1,22474,7592,285,17.24
109,Services,2013,0,39744,0.069,22515,7828,208,15.64
109,Services,2014,0,55685,0.112,21676,6573,208,13.64
109,Services,2015,0,55089,0.095,22893,6816,157,21.16
110,Services,2006,0,45664,0.09,19671,5486,200,15.1
110,Services,2007,0,53648,0.068,20495,5491,224,11.67
110,Services,2008,0,50322,0.088,18899,4443,261,12.57
110,Services,2009,0,40335,0.057,23028,6921,247,15.71
110,Services,2010,0,41737,0.099,21477,6251,156,18.01
110,Services,2011,0,51487,0.1,21275,6265,130,14.37
110,Services,2012,0,48106,0.11,21749,5793,325,21.56
110,Services,2013,0,49690,0.074,22743,7384,167,19.53
110,Services,2014,0,35389,0.075,24150,6955,198,18.11
110,Services,2015,0,53243,0.125,26170,6532,108,18.5
111,Services,2006,0,43543,0.059,19402,4873,159,12.59
111,Services,2007,0,51368,0.058,20198,5973,265,16.1
111,Services,2008,0,61510,0.121,22844,6308,168,15.63
111,Services,2009,0,47761,0.067,21969,6299,161,17.85
111,Services,2010,1,46389,0.057,23460,6596,182,19.45
111,Services,2011,1,48766,0.073,22661,7644,269,15.17
111,Services,2012,1,59286,0.078,24349,7329,281,14.62
111,Services,2013,1,48990,0.056,23051,6510,337,20.61
111,Services,2014,1,48857,0.098,23579,7737,247,19.88
111,Services,2015,1,62415,0.111,25792,8118,234,21.11
112,Manufacturing,2006,0,49905,0.064,20980,5778,231,16.07
112,Manufacturing,2007,0,48132,0.075,18800,6086,212,16.98
112,Manufacturing,2008,0,42308,0.08,21410,5940,183,13.64
112,Manufacturing,2009,0,45450,0.079,18597,4989,302,16.75
112,Manufacturing,2010,1,59488,0.041,21742,5388,287,16.91
112,Manufacturing,2011,1,65752,0.061,19485,6121,279,21.34
112,Manufacturing,2012,1,55466,0.122,24752,7153,212,22.07
112,Manufacturing,2013,1,54351,0.094,25189,7467,217,22.71
112,Manufacturing,2014,1,42149,0.074,21056,7172,231,21.59
112,Manufacturing,2015,1,64105,0.069,22660,6480,322,19.68
113,Services,2006,0,51397,0.061,20415,6734,246,17.22
113,Services,2007,0,61283,0.089,19645,5946,288,16.44
113,Services,2008,0,35634,0.08,20388,5235,185,17.51
113,Services,2009,0,57639,0.088,20407,6288,239,14.67
113,Services,2010,0,43264,0.073,21734,6588,244,15.6
113,Services,2011,0,57144,0.111,20111,6339,131,17.12
113,Services,2012,0,44624,0.079,22891,6152,159,18.42
113,Services,2013,0,59727,0.072,21727,7025,226,18.21
113,Services,2014,0,47972,0.074,22469,6224,205,18.66
113,Services,2015,0,53995,0.101,21811,6703,233,18.31
114,Services,2006,0,52839,0.099,21866,5869,249,14.21
114,Services,2007,0,42902,0.08,19726,6089,127,12.88
114,Services,2008,0,56922,0.071,20366,6788,156,16.55
114,Services,2009,0,38964,0.076,20690,6390,161,18.28
114,Services,2010,1,38370,0.059,21919,7030,287,19.7
114,Services,2011,1,58937,0.099,20082,5955,255,24.73
114,Services,2012,1,50515,0.081,22663,7481,236,19.45
114,Services,2013,1,46948,0.071,21917,6570,251,23.75
114,Services,2014,1,42993,0.051,21044,6260,320,22.29
114,Services,2015,1,62060,0.047,25667,6688,267,20.59
115,Agriculture,2006,0,45619,0.055,18926,5464,246,14.66
115,Agriculture,2007,0,35954,0.115,17606,5256,177,16.12
115,Agriculture,2008,0,55935,0.094,21735,6254,110,13.54
115,Agriculture,2009,0,57308,0.098,19592,6774,316,17.9
115,Agriculture,2010,1,47206,0.089,24009,7069,287,18.43
115,Agriculture,2011,1,55949,0.09,21342,6924,242,20.98
115,Agriculture,2012,1,54274,0.076,24974,7569,261,20.44
115,Agriculture,2013,1,58010,0.063,22685,7135,246,19.08
115,Agriculture,2014,1,46760,0.086,25864,7840,248,20.3
115,Agriculture,2015,1,45485,0.112,24113,7366,251,20.49
116,Manufacturing,2006,0,45649,0.071,21295,6130,233,15.86
116,Manufacturing,2007,0,53236,0.086,20632,6137,235,13.58
116,Manufacturing,2008,0,51242,0.065,18964,5988,217,16.06
116,Manufacturing,2009,0,45046,0.028,24282,6970,215,18.8
116,Manufacturing,2010,1,42730,0.091,21551,6518,247,18.15
116,Manufacturing,2011,1,49674,0.099,23219,7123,362,20.6
116,Manufacturing,2012,1,53291,0.091,26365,7281,278,19.22
116,Manufacturing,2013,1,60143,0.086,21778,6436,196,20.39
116,Manufacturing,2014,1,34123,0.092,21722,7208,346,17.38
116,Manufacturing,2015,1,34118,0.078,24476,8330,267,19
117,Manufacturing,2006,0,45622,0.068,19322,5781,220,15.85
117,Manufacturing,2007,0,50165,0.1,19958,6572,240,14.75
117,Manufacturing,2008,0,47665,0.07,22191,6953,180,14.83
117,Manufacturing,2009,0,62218,0.092,20633,5208,183,17.29
117,Manufacturing,2010,0,50207,0.063,20000,5453,219,14.08
117,Manufacturing,2011,0,53158,0.079,20365,5963,160,16
117,Manufacturing,2012,0,55029,0.092,19971,5729,222,18.5
117,Manufacturing,2013,0,41576,0.131,21574,6399,185,18.26
117,Manufacturing,2014,0,51582,0.115,22280,7042,156,18.37
117,Manufacturing,2015,0,42310,0.126,24690,7507,118,22.11
118,Manufacturing,2006,0,45050,0.065,18253,4765,158,14.51
118,Manufacturing,2007,0,52239,0.097,21896,7854,186,16.57
118,Manufacturing,2008,0,42468,0.112,20742,6044,265,13.27
118,Manufacturing,2009,0,50023,0.088,22453,5996,205,14.48
118,Manufacturing,2010,1,50677,0.076,21642,6717,309,17.25
118,Manufacturing,2011,1,57335,0.104,22562,5772,208,20.19
118,Manufacturing,2012,1,46890,0.078,24433,7846,246,18.78
118,Manufacturing,2013,1,52772,0.115,22363,7077,286,21.86
118,Manufacturing,2014,1,57059,0.101,25406,7195,216,22.15
118,Manufacturing,2015,1,65187,0.084,21742,5952,253,19.76
119,Services,2006,0,57005,0.094,19778,6122,198,14.21
119,Services,2007,0,64834,0.054,18138,5134,132,14.96
119,Services,2008,0,66433,0.101,21868,6658,120,12
119,Services,2009,0,58186,0.075,20189,6016,131,15.58
119,Services,2010,0,42885,0.103,23043,7701,190,15.99
119,Services,2011,0,65508,0.107,22021,6967,187,18.32
119,Services,2012,0,72172,0.127,21831,6767,186,17.85
119,Services,2013,0,53310,0.089,23995,7122,188,16.75
119,Services,2014,0,51134,0.066,21012,7221,197,19.87
119,Services,2015,0,53277,0.075,21739,6323,140,19.67
120,Services,2006,0,50625,0.086,21102,6557,147,12.08
120,Services,2007,0,49573,0.075,20800,5511,262,17.53
120,Services,2008,0,42317,0.074,19957,5508,201,15.38
120,Services,2009,0,53467,0.093,23397,6976,223,15.6
120,Services,2010,1,74061,0.074,23078,7517,272,18.72
120,Services,2011,1,34241,0.092,22094,5925,297,18.53
120,Services,2012,1,61374,0.054,23719,6987,257,16.94
120,Services,2013,1,52374,0.089,21760,6350,294,21.69
120,Services,2014,1,45839,0.084,24044,7043,264,17.61
120,Services,2015,1,48520,0.122,24509,6831,210,20.69
121,Services,2006,0,56428,0.087,19207,5622,234,16.85
121,Services,2007,0,41461,0.077,22270,6296,196,15.07
121,Services,2008,0,44336,0.074,19262,5070,184,18.63
121,Services,2009,0,60281,0.081,21244,6211,183,16.56
121,Services,2010,1,41362,0.072,22413,6925,245,19.15
121,Services,2011,1,41234,0.069,23782,6184,239,18.74
121,Services,2012,1,44834,0.062,24436,7245,291,22.3
121,Services,2013,1,41364,0.053,21900,7101,245,17.9
121,Services,2014,1,59732,0.085,23721,7245,263,22.23
121,Services,2015,1,50779,0.092,23837,7801,274,21.49
122,Services,2006,0,46510,0.1,19361,5569,243,14.79
122,Services,2007,0,69909,0.084,19731,5921,208,10.3
122,Services,2008,0,53909,0.064,20530,6240,195,17.61
122,Services,2009,0,53742,0.107,21044,6084,249,18.04
122,Services,2010,0,59103,0.095,18645,5524,219,15.22
122,Services,2011,0,63014,0.094,20961,6352,170,16.18
122,Services,2012,0,50825,0.073,21092,5651,234,18.08
122,Services,2013,0,53731,0.07,21379,5142,146,18.42
122,Services,2014,0,52832,0.077,22422,7146,255,17.91
122,Services,2015,0,54325,0.083,20711,6946,138,15.86
123,Manufacturing,2006,0,46784,0.071,18263,5787,75,14.99
123,Manufacturing,2007,0,60943,0.083,19626,5753,199,16.92
123,Manufacturing,2008,0,40200,0.062,19189,5208,261,16.35
123,Manufacturing,2009,0,67364,0.082,20562,5667,164,17.95
123,Manufacturing,2010,0,69883,0.081,19774,6115,168,18.21
123,Manufacturing,2011,0,42679,0.119,21988,6759,175,16.05
123,Manufacturing,2012,0,34268,0.082,20727,6652,225,16.16
123,Manufacturing,2013,0,36104,0.092,23860,7408,184,19.21
123,Manufacturing,2014,0,48370,0.117,25157,7858,146,15.68
123,Manufacturing,2015,0,53352,0.1,22984,5567,196,18.83
124,Manufacturing,2006,0,54418,0.073,17460,4887,257,14.48
124,Manufacturing,2007,0,51087,0.107,21438,7018,246,13.16
124,Manufacturing,2008,0,43752,0.098,20745,6263,210,18.27
124,Manufacturing,2009,0,34897,0.082,20770,6774,242,16.67
124,Manufacturing,2010,0,44977,0.087,25152,8003,235,18.75
124,Manufacturing,2011,0,47332,0.101,24801,7781,148,18.32
124,Manufacturing,2012,0,56199,0.109,22398,7124,279,21.18
124,Manufacturing,2013,0,51743,0.109,19666,5539,170,18.31
124,Manufacturing,2014,0,41046,0.098,21074,5658,98,17.82
124,Manufacturing,2015,0,54144,0.107,23541,6994,215,19.07
125,Manufacturing,2006,0,39729,0.065,18617,5985,162,16.3
125,Manufacturing,2007,0,47546,0.109,18638,4905,237,16.53
125,Manufacturing,2008,0,49723,0.092,20012,5965,100,16.4
125,Manufacturing,2009,0,42467,0.129,23367,6009,161,15.46
125,Manufacturing,2010,0,42475,0.09,20998,6813,300,14.08
125,Manufacturing,2011,0,60880,0.081,22353,7463,227,18.26
125,Manufacturing,2012,0,49791,0.114,21175,6713,241,17.01
125,Manufacturing,2013,0,63659,0.106,22308,6657,216,17.75
125,Manufacturing,2014,0,41680,0.087,26767,8160,147,18.33
125,Manufacturing,2015,0,51509,0.117,22490,6499,143,20.01
126,Manufacturing,2006,0,39960,0.078,19525,6150,221,14.34
126,Manufacturing,2007,0,53104,0.108,18689,5236,206,16.2
126,Manufacturing,2008,0,55632,0.057,22048,6752,196,12.93
126,Manufacturing,2009,0,58831,0.059,19525,6146,212,17.06
126,Manufacturing,2010,1,69668,0.063,24012,7385,374,19.4
126,Manufacturing,2011,1,50391,0.077,22133,6203,322,18.05
126,Manufacturing,2012,1,50101,0.085,23492,7411,329,18.75
126,Manufacturing,2013,1,54551,0.053,22136,6657,239,22.31
126,Manufacturing,2014,1,56223,0.093,22717,6776,271,24.8
126,Manufacturing,2015,1,55229,0.079,25224,7667,150,19.57
127,Manufacturing,2006,0,47207,0.076,20661,5940,243,18.58
127,Manufacturing,2007,0,61339,0.082,21665,6869,154,15
127,Manufacturing,2008,0,45804,0.077,22426,6480,134,15.82
127,Manufacturing,2009,0,62445,0.058,21148,5644,168,15.43
127,Manufacturing,2010,1,60900,0.063,24372,7960,210,19.75
127,Manufacturing,2011,1,42328,0.093,24522,7199,256,14.75
127,Manufacturing,2012,1,62184,0.059,22778,6996,302,19.01
127,Manufacturing,2013,1,57548,0.077,20975,6920,233,18.74
127,Manufacturing,2014,1,47297,0.052,23810,6583,320,20.23
127,Manufacturing,2015,1,60675,0.066,23025,7378,310,23.35
128,Services,2006,0,40698,0.089,18357,5192,233,13.74
128,Services,2007,0,46623,0.067,21701,6934,312,16.63
128,Services,2008,0,58722,0.058,22001,7217,236,12.46
128,Services,2009,0,38039,0.065,21215,5891,223,16.1
128,Services,2010,1,54522,0.085,20984,6545,281,17.39
128,Services,2011,1,50027,0.069,21757,6354,288,15.5
128,Services,2012,1,58770,0.105,23324,7395,311,16.73
128,Services,2013,1,43078,0.107,24407,7827,174,22.39
128,Services,2014,1,33017,0.112,24826,7478,191,23.16
128,Services,2015,1,54323,0.074,23976,6916,221,16.78
129,Agriculture,2006,0,34321,0.097,22069,5723,235,14.98
129,Agriculture,2007,0,38530,0.095,20323,6427,203,16.58
129,Agriculture,2008,0,61743,0.072,20148,5859,179,17.52
129,Agriculture,2009,0,52582,0.077,19285,5896,233,19.72
129,Agriculture,2010,0,51925,0.08,17634,4815,159,18.6
129,Agriculture,2011,0,50106,0.12,21262,6375,135,15.45
129,Agriculture,2012,0,48646,0.095,21769,6494,229,17.05
129,Agriculture,2013,0,36580,0.081,20325,5542,232,18.39
129,Agriculture,2014,0,56509,0.117,21474,6225,177,17.37
129,Agriculture,2015,0,49169,0.104,25709,7851,218,19.79
130,Services,2006,0,55765,0.071,20565,5650,148,16.39
130,Services,2007,0,34319,0.099,17713,5343,164,11.42
130,Services,2008,0,39601,0.059,22187,6434,273,16.18
130,Services,2009,0,42540,0.086,23438,7251,139,13.66
130,Services,2010,1,27742,0.111,21736,6481,242,19.13
130,Services,2011,1,51063,0.081,21161,5974,284,17.55
130,Services,2012,1,59231,0.099,21210,5994,304,18.63
130,Services,2013,1,55226,0.075,23863,6660,173,18.23
130,Services,2014,1,52417,0.083,22926,6146,241,19.68
130,Services,2015,1,46594,0.097,24317,7121,198,19.05
131,Services,2006,0,47514,0.074,19782,6415,158,15.28
131,Services,2007,0,55200,0.072,18294,5450,201,15.5
131,Services,2008,0,52680,0.078,20814,6836,201,17.61
131,Services,2009,0,47833,0.098,21823,6674,207,15.51
131,Services,2010,1,46788,0.108,21275,5582,188,17.5
131,Services,2011,1,59096,0.051,24665,7443,214,14.58
131,Services,2012,1,37485,0.07,22831,5786,258,18.05
131,Services,2013,1,52220,0.109,25587,7801,186,16.07
131,Services,2014,1,50057,0.096,21019,5095,210,19.42
131,Services,2015,1,54820,0.086,22152,6898,177,19.07
132,Manufacturing,2006,0,48504,0.112,19217,5938,293,19.31
132,Manufacturing,2007,0,38183,0.065,19952,5413,198,18.06
132,Manufacturing,2008,0,47268,0.102,20884,6628,251,20.14
132,Manufacturing,2009,0,38802,0.088,20531,6161,191,12.2
132,Manufacturing,2010,1,40108,0.064,23303,6873,271,18.46
132,Manufacturing,2011,1,50901,0.049,24226,7286,272,16.79
132,Manufacturing,2012,1,49357,0.075,22676,7290,225,20.42
132,Manufacturing,2013,1,56169,0.098,21037,7104,246,16.77
132,Manufacturing,2014,1,41233,0.059,22002,6662,198,21.9
132,Manufacturing,2015,1,40570,0.081,25436,8020,235,20.72
133,Services,2006,0,41144,0.109,18275,5773,78,17.72
133,Services,2007,0,41203,0.046,19152,5588,206,14.95
133,Services,2008,0,51160,0.107,23210,5877,157,16.87
133,Services,2009,0,43955,0.124,22152,6953,194,18.32
133,Services,2010,0,56985,0.096,23167,7251,141,14.91
133,Services,2011,0,57793,0.088,21502,6146,258,17.12
133,Services,2012,0,55481,0.092,20744,6236,196,17.85
133,Services,2013,0,54959,0.07,20691,6287,201,17.63
133,Services,2014,0,46393,0.112,20495,5494,245,16.32
133,Services,2015,0,60204,0.111,23349,7106,203,21.14
134,Agriculture,2006,0,34026,0.07,18822,6129,196,14.75
134,Agriculture,2007,0,38939,0.066,22503,7111,156,17.11
134,Agriculture,2008,0,49175,0.088,21708,7408,191,15.82
134,Agriculture,2009,0,45867,0.068,21509,6146,155,18.45
134,Agriculture,2010,1,62852,0.099,24826,7553,338,18.62
134,Agriculture,2011,1,34991,0.088,21826,6777,235,17.27
134,Agriculture,2012,1,50568,0.093,24522,7089,262,18.03
134,Agriculture,2013,1,46370,0.084,23377,6645,325,18.74
134,Agriculture,2014,1,49236,0.119,20382,6272,229,19.34
134,Agriculture,2015,1,49531,0.044,21514,6179,255,19.95
135,Manufacturing,2006,0,40363,0.049,17438,4647,190,17.83
135,Manufacturing,2007,0,50181,0.057,22648,7276,250,13.26
135,Manufacturing,2008,0,55333,0.077,23201,6319,186,16.32
135,Manufacturing,2009,0,61322,0.089,22586,6363,182,18.73
135,Manufacturing,2010,1,51383,0.064,22178,6217,167,18.88
135,Manufacturing,2011,1,47308,0.071,23701,6934,222,20.89
135,Manufacturing,2012,1,55353,0.086,22169,6729,275,18.1
135,Manufacturing,2013,1,61017,0.055,21616,6838,187,19.09
135,Manufacturing,2014,1,55437,0.112,25101,7439,220,19.15
135,Manufacturing,2015,1,34185,0.062,24692,7427,120,20.66
136,Services,2006,0,45332,0.08,19733,7384,145,13.05
